[2025-08-24 18:42:36] [INFO    ] discord.client: logging in using static token
[2025-08-24 18:44:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-24T22:44:35.641000+00:00', 'pinned': False, 'nonce': '1409307432219312128', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-16T19:21:54.648000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1409307432781611078', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!info', 'components': [], 'channel_type': 0, 'channel_id': '1409223768605458643', 'author': {'username': 'yourgoodpalmaxim', 'public_flags': 0, 'primary_guild': None, 'id': '334465552611278850', 'global_name': 'YourGoodPalMaxim', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4a0bb0a5d0b219e2edd0bf18056320bc'}, 'attachments': [], 'guild_id': '1406357322699378799'}}
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event message
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event command
[2025-08-24 18:44:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-24T22:44:35.912000+00:00', 'pinned': False, 'nonce': '7924062396342146545', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1409210890586161204'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-24T16:20:58.433118+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1409307433918267392', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "!hello - Says Hi :)\n\n!checkin - (format: d/m/y - time(minutes) - goal worked on) used for daily checkin\n\n!days - tells you how many total days have been logged\n\n!lastlog - tells you when you last logged\n\n!time - tells you how much time you've logged (minutes)\n\n!info - what you're looking at right now", 'components': [], 'channel_type': 0, 'channel_id': '1409223768605458643', 'author': {'username': 'LockBot', 'public_flags': 0, 'primary_guild': None, 'id': '1409202365466415308', 'global_name': None, 'display_name_styles': None, 'discriminator': '0702', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1406357322699378799'}}
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event message
[2025-08-24 18:44:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1409223768605458643/messages with {"content":"!hello - Says Hi :)\n\n!checkin - (format: d/m/y - time(minutes) - goal worked on) used for daily checkin\n\n!days - tells you how many total days have been logged\n\n!lastlog - tells you when you last logged\n\n!time - tells you how much time you've logged (minutes)\n\n!info - what you're looking at right now","components":[],"nonce":"7924062396342146545","enforce_nonce":true,"tts":false} has returned 200
[2025-08-24 18:44:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1409223768605458643/messages has received {'type': 0, 'content': "!hello - Says Hi :)\n\n!checkin - (format: d/m/y - time(minutes) - goal worked on) used for daily checkin\n\n!days - tells you how many total days have been logged\n\n!lastlog - tells you when you last logged\n\n!time - tells you how much time you've logged (minutes)\n\n!info - what you're looking at right now", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-24T22:44:35.912000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1409307433918267392', 'channel_id': '1409223768605458643', 'author': {'id': '1409202365466415308', 'username': 'LockBot', 'avatar': None, 'discriminator': '0702', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7924062396342146545'}
[2025-08-24 18:44:35] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-24 18:44:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-24 18:44:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
